timestamp,nodeId,event,details
1,41,pre_auth_passed
1,41,auth_success,level_1
1,42,pre_auth_passed
1,42,auth_success,level_3
1,43,pre_auth_passed
1,43,auth_success,level_2
1,44,pre_auth_passed
1,44,auth_success,level_3
1,45,pre_auth_passed
1,45,auth_success,level_3
1,46,pre_auth_passed
1,46,auth_failed,crypto_failure
1,47,pre_auth_passed
1,47,auth_success,level_1
1,48,pre_auth_passed
1,48,auth_success,level_1
1,49,pre_auth_passed
1,49,auth_success,level_2
1,50,pre_auth_passed
1,50,auth_success,level_1
1,51,pre_auth_passed
1,51,auth_success,level_3
1,52,pre_auth_passed
1,52,auth_success,level_1
1,53,pre_auth_passed
1,53,auth_success,level_2
1,54,pre_auth_passed
1,54,auth_success,level_3
1,55,pre_auth_passed
1,55,auth_success,level_3
1,56,pre_auth_passed
1,56,auth_success,level_3
1,57,pre_auth_passed
1,57,auth_success,level_3
1,58,pre_auth_passed
1,58,auth_success,level_3
1,59,pre_auth_passed
1,59,auth_success,level_3
1,60,pre_auth_passed
1,60,auth_success,level_1
1,61,pre_auth_passed
1,61,auth_success,level_3
1,62,pre_auth_passed
1,62,auth_success,level_2
1,63,pre_auth_passed
1,63,auth_success,level_3
1,64,pre_auth_passed
1,64,auth_success,level_1
1,65,pre_auth_passed
1,65,auth_success,level_3
1,66,pre_auth_passed
1,66,auth_success,level_1
1,67,pre_auth_passed
1,67,auth_success,level_2
1,68,pre_auth_passed
1,68,auth_success,level_2
1,69,pre_auth_passed
1,69,auth_success,level_1
1,70,pre_auth_passed
1,70,auth_success,level_2
1,71,pre_auth_passed
1,71,auth_success,level_2
1,72,pre_auth_passed
1,72,auth_success,level_3
1,73,pre_auth_passed
1,73,auth_success,level_3
1,74,pre_auth_passed
1,74,auth_success,level_3
1,75,pre_auth_passed
1,75,auth_success,level_2
1,76,pre_auth_passed
1,76,auth_success,level_3
1,77,pre_auth_passed
1,77,auth_success,level_1
1,78,pre_auth_passed
1,78,auth_success,level_1
1,79,pre_auth_passed
1,79,auth_success,level_1
1,80,pre_auth_passed
1,80,auth_success,level_2
1,81,pre_auth_passed
1,81,auth_success,level_2
1,82,pre_auth_passed
1,82,auth_success,level_3
1,83,pre_auth_passed
1,83,auth_success,level_2
1,84,pre_auth_passed
1,84,auth_success,level_3
1,85,pre_auth_passed
1,85,auth_success,level_1
1,86,pre_auth_passed
1,86,auth_success,level_1
1,87,pre_auth_passed
1,87,auth_success,level_2
1,88,pre_auth_passed
1,88,auth_success,level_1
1,89,pre_auth_passed
1,89,auth_success,level_2
1,90,pre_auth_passed
1,90,auth_success,level_1
1,91,pre_auth_passed
1,91,auth_success,level_2
1,92,pre_auth_passed
1,92,auth_success,level_2
1,93,pre_auth_passed
1,93,auth_success,level_1
1,94,pre_auth_passed
1,94,auth_success,level_3
1,95,pre_auth_passed
1,95,auth_success,level_2
1,96,pre_auth_passed
1,96,auth_success,level_3
1,97,pre_auth_passed
1,97,auth_failed,crypto_failure
1,98,pre_auth_passed
1,98,auth_success,level_3
1,99,pre_auth_passed
1,99,auth_success,level_1
1,100,pre_auth_passed
1,100,auth_success,level_3
1,101,pre_auth_passed
1,101,auth_failed,crypto_failure
1,102,pre_auth_passed
1,102,auth_success,level_3
1,103,pre_auth_passed
1,103,auth_success,level_1
1,104,pre_auth_passed
1,104,auth_success,level_1
1,105,pre_auth_passed
1,105,auth_success,level_2
1,106,pre_auth_passed
1,106,auth_success,level_2
1,107,pre_auth_passed
1,107,auth_success,level_2
1,108,pre_auth_passed
1,108,auth_success,level_3
1,109,pre_auth_passed
1,109,auth_success,level_1
1,110,pre_auth_passed
1,110,auth_success,level_3
1,111,pre_auth_passed
1,111,auth_success,level_3
1,112,pre_auth_passed
1,112,auth_success,level_1
1,113,pre_auth_passed
1,113,auth_success,level_2
1,114,pre_auth_passed
1,114,auth_success,level_3
1,115,pre_auth_passed
1,115,auth_success,level_3
1,116,pre_auth_passed
1,116,auth_success,level_3
1,117,pre_auth_passed
1,117,auth_success,level_1
1,118,pre_auth_passed
1,118,auth_success,level_2
1,119,pre_auth_passed
1,119,auth_success,level_2
1,120,pre_auth_passed
1,120,auth_success,level_1
1,121,pre_auth_passed
1,121,auth_success,level_3
1,122,pre_auth_passed
1,122,auth_success,level_1
1,123,pre_auth_passed
1,123,auth_success,level_3
1,124,pre_auth_passed
1,124,auth_success,level_1
1,125,pre_auth_passed
1,125,auth_success,level_2
1,126,pre_auth_passed
1,126,auth_success,level_3
1,127,pre_auth_passed
1,127,auth_success,level_1
1,128,pre_auth_passed
1,128,auth_success,level_2
1,129,pre_auth_passed
1,129,auth_success,level_3
1,130,pre_auth_passed
1,130,auth_failed,crypto_failure
1,131,pre_auth_passed
1,131,auth_success,level_2
3,4,post_auth_suspicious,high_anomaly_count
3,4,auth_revoked,high_anomaly_count
3,6,post_auth_suspicious,high_anomaly_count
3,6,auth_revoked,high_anomaly_count
3,25,post_auth_suspicious,attack_detected
3,25,auth_revoked,attack_detected
3,2,pre_auth_passed
3,2,auth_success,level_3
3,13,pre_auth_passed
3,13,auth_success,level_1
3,46,pre_auth_passed
3,46,auth_success,level_2
3,97,pre_auth_passed
3,97,auth_success,level_1
3,101,pre_auth_passed
3,101,auth_success,level_3
3,130,pre_auth_passed
3,130,auth_success,level_3
3,4,pre_auth_passed
3,4,auth_failed,invalid_cert
3,6,pre_auth_passed
3,6,auth_failed,invalid_cert
4,4,pre_auth_passed
4,4,auth_failed,invalid_cert
4,6,pre_auth_passed
4,6,auth_failed,invalid_cert
