timestamp,nodeId,attackType,detectionScore
12.3,6,hybrid_detection,trust_score=0
12.5,0,ml_anomaly,79
12.5,2,ml_anomaly,79
12.5,4,ml_anomaly,79
12.5,6,ml_anomaly,79
12.5,0,hybrid_detection,trust_score=0
12.5,2,hybrid_detection,trust_score=0
12.5,4,hybrid_detection,trust_score=0
12.5,6,hybrid_detection,trust_score=0
12.7,0,hybrid_detection,trust_score=0
12.7,2,hybrid_detection,trust_score=0
12.7,4,hybrid_detection,trust_score=0
12.7,6,hybrid_detection,trust_score=0
12.9,0,hybrid_detection,trust_score=0
12.9,2,hybrid_detection,trust_score=0
12.9,4,hybrid_detection,trust_score=0
12.9,6,hybrid_detection,trust_score=0
13,0,ml_anomaly,83
13,2,ml_anomaly,83
13,4,ml_anomaly,83
13,6,ml_anomaly,83
13.1,0,hybrid_detection,trust_score=0
13.1,2,hybrid_detection,trust_score=0
13.1,4,hybrid_detection,trust_score=0
13.1,6,hybrid_detection,trust_score=0
13.3,0,hybrid_detection,trust_score=0
13.3,2,hybrid_detection,trust_score=0
13.3,4,hybrid_detection,trust_score=0
13.3,6,hybrid_detection,trust_score=0
13.5,0,ml_anomaly,86
13.5,2,ml_anomaly,86
13.5,4,ml_anomaly,86
13.5,6,ml_anomaly,86
13.5,0,hybrid_detection,trust_score=0
13.5,2,hybrid_detection,trust_score=0
13.5,4,hybrid_detection,trust_score=0
13.5,6,hybrid_detection,trust_score=0
13.7,0,hybrid_detection,trust_score=0
13.7,2,hybrid_detection,trust_score=0
13.7,4,hybrid_detection,trust_score=0
13.7,6,hybrid_detection,trust_score=0
13.9,0,hybrid_detection,trust_score=0
13.9,2,hybrid_detection,trust_score=0
13.9,4,hybrid_detection,trust_score=0
