t0,t1,total_msgs,unique_senders,mean_speed,var_speed,mean_neighbors,mean_rssi,scenario,density
266.0,271.0,7500,150,25.0,0.0,81.68,,highway,density-150
271.0,276.0,7500,150,25.0,0.0,81.68,,highway,density-150
276.0,281.0,7500,150,25.0,0.0,81.68,,highway,density-150
281.0,286.0,7500,150,25.0,0.0,81.68,,highway,density-150
286.0,291.0,7500,150,25.0,0.0,81.68,,highway,density-150
291.0,296.0,7500,150,25.0,0.0,81.68,,highway,density-150
296.0,301.0,7500,150,25.0,0.0,81.68,,highway,density-150
301.0,306.0,7500,150,25.0,0.0,81.68,,highway,density-150
306.0,311.0,7500,150,25.0,0.0,81.68,,highway,density-150
311.0,316.0,7500,150,25.0,0.0,81.68,,highway,density-150
316.0,321.0,7500,150,25.0,0.0,81.68,,highway,density-150
321.0,326.0,7500,150,25.0,0.0,81.68,,highway,density-150
326.0,331.0,7500,150,25.0,0.0,81.68,,highway,density-150
331.0,336.0,7500,150,25.0,0.0,81.68,,highway,density-150
336.0,341.0,7500,150,25.0,0.0,81.68,,highway,density-150
341.0,346.0,7500,150,25.0,0.0,81.68,,highway,density-150
346.0,351.0,7500,150,25.0,0.0,81.68,,highway,density-150
351.0,356.0,7500,150,25.0,0.0,81.68,,highway,density-150
356.0,361.0,7500,150,25.0,0.0,81.68,,highway,density-150
361.0,366.0,7500,150,25.0,0.0,81.68,,highway,density-150
366.0,371.0,7500,150,25.0,0.0,81.68,,highway,density-150
371.0,376.0,7500,150,25.0,0.0,81.68,,highway,density-150
376.0,381.0,7500,150,25.0,0.0,81.68,,highway,density-150
381.0,386.0,7500,150,25.0,0.0,81.68,,highway,density-150
386.0,391.0,7500,150,25.0,0.0,81.68,,highway,density-150
391.0,396.0,7500,150,25.0,0.0,81.68,,highway,density-150
396.0,401.0,7500,150,25.0,0.0,81.68,,highway,density-150
401.0,406.0,7500,150,25.0,0.0,81.68,,highway,density-150
406.0,411.0,7500,150,25.0,0.0,81.68,,highway,density-150
411.0,416.0,7500,150,25.0,0.0,81.68,,highway,density-150
416.0,421.0,7500,150,25.0,0.0,81.68,,highway,density-150
421.0,426.0,7500,150,25.0,0.0,81.68,,highway,density-150
426.0,431.0,7500,150,25.0,0.0,81.68,,highway,density-150
431.0,436.0,7500,150,25.0,0.0,81.68,,highway,density-150
436.0,441.0,7500,150,25.0,0.0,81.68,,highway,density-150
441.0,446.0,7500,150,25.0,0.0,81.68,,highway,density-150
446.0,451.0,7500,150,25.0,0.0,81.68,,highway,density-150
451.0,456.0,7500,150,25.0,0.0,81.68,,highway,density-150
456.0,461.0,7500,150,25.0,0.0,81.68,,highway,density-150
461.0,466.0,7500,150,25.0,0.0,81.68,,highway,density-150
466.0,471.0,7500,150,25.0,0.0,81.68,,highway,density-150
471.0,476.0,7500,150,25.0,0.0,81.68,,highway,density-150
476.0,481.0,7500,150,25.0,0.0,81.68,,highway,density-150
481.0,486.0,7500,150,25.0,0.0,81.68,,highway,density-150
486.0,491.0,7500,150,25.0,0.0,81.68,,highway,density-150
491.0,496.0,7500,150,25.0,0.0,81.68,,highway,density-150
496.0,501.0,7500,150,25.0,0.0,81.68,,highway,density-150
501.0,506.0,7500,150,25.0,0.0,81.68,,highway,density-150
506.0,511.0,7500,150,25.0,0.0,81.68,,highway,density-150
511.0,516.0,7500,150,25.0,0.0,81.68,,highway,density-150
516.0,521.0,7500,150,25.0,0.0,81.68,,highway,density-150
521.0,526.0,7500,150,25.0,0.0,81.68,,highway,density-150
526.0,531.0,7500,150,25.0,0.0,81.68,,highway,density-150
531.0,536.0,7500,150,25.0,0.0,81.68,,highway,density-150
536.0,541.0,7500,150,25.0,0.0,81.68,,highway,density-150
541.0,546.0,7500,150,25.0,0.0,81.68,,highway,density-150
546.0,551.0,7500,150,25.0,0.0,81.68,,highway,density-150
551.0,556.0,7500,150,25.0,0.0,81.68,,highway,density-150
556.0,561.0,7500,150,25.0,0.0,81.68,,highway,density-150
561.0,566.0,7500,150,25.0,0.0,81.68,,highway,density-150
566.0,571.0,7500,150,25.0,0.0,81.68,,highway,density-150
571.0,576.0,7500,150,25.0,0.0,81.68,,highway,density-150
576.0,581.0,7500,150,25.0,0.0,81.68,,highway,density-150
581.0,586.0,7500,150,25.0,0.0,81.68,,highway,density-150
586.0,591.0,7500,150,25.0,0.0,81.68,,highway,density-150
591.0,596.0,7500,150,25.0,0.0,81.68,,highway,density-150
596.0,601.0,7500,150,25.0,0.0,81.68,,highway,density-150
601.0,606.0,7500,150,25.0,0.0,81.68,,highway,density-150
606.0,611.0,7500,150,25.0,0.0,81.68,,highway,density-150
611.0,616.0,7500,150,25.0,0.0,81.68,,highway,density-150
616.0,621.0,7500,150,25.0,0.0,81.68,,highway,density-150
621.0,626.0,7500,150,25.0,0.0,81.68,,highway,density-150
626.0,631.0,7500,150,25.0,0.0,81.68,,highway,density-150
631.0,636.0,7500,150,25.0,0.0,81.68,,highway,density-150
636.0,641.0,7500,150,25.0,0.0,81.68,,highway,density-150
641.0,646.0,7500,150,25.0,0.0,81.68,,highway,density-150
646.0,651.0,7500,150,25.0,0.0,81.68,,highway,density-150
651.0,656.0,7500,150,25.0,0.0,81.68,,highway,density-150
656.0,661.0,7500,150,25.0,0.0,81.68,,highway,density-150
661.0,666.0,7500,150,25.0,0.0,81.68,,highway,density-150
666.0,671.0,7500,150,25.0,0.0,81.68,,highway,density-150
671.0,676.0,7500,150,25.0,0.0,81.68,,highway,density-150
676.0,681.0,7500,150,25.0,0.0,81.68,,highway,density-150
681.0,686.0,7500,150,25.0,0.0,81.68,,highway,density-150
686.0,691.0,7500,150,25.0,0.0,81.68,,highway,density-150
691.0,696.0,7500,150,25.0,0.0,81.68,,highway,density-150
696.0,701.0,7500,150,25.0,0.0,81.68,,highway,density-150
701.0,706.0,7500,150,25.0,0.0,81.68,,highway,density-150
706.0,711.0,7500,150,25.0,0.0,81.68,,highway,density-150
711.0,716.0,7500,150,25.0,0.0,81.68,,highway,density-150
716.0,721.0,7500,150,25.0,0.0,81.68,,highway,density-150
721.0,726.0,7500,150,25.0,0.0,81.68,,highway,density-150
726.0,731.0,7500,150,25.0,0.0,81.68,,highway,density-150
731.0,736.0,7500,150,25.0,0.0,81.68,,highway,density-150
736.0,741.0,7500,150,25.0,0.0,81.68,,highway,density-150
741.0,746.0,7500,150,25.0,0.0,81.68,,highway,density-150
746.0,751.0,7500,150,25.0,0.0,81.68,,highway,density-150
751.0,756.0,7500,150,25.0,0.0,81.68,,highway,density-150
756.0,761.0,7500,150,25.0,0.0,81.68,,highway,density-150
761.0,766.0,7500,150,25.0,0.0,81.68,,highway,density-150
766.0,771.0,7500,150,25.0,0.0,81.68,,highway,density-150
771.0,776.0,7500,150,25.0,0.0,81.68,,highway,density-150
776.0,781.0,7500,150,25.0,0.0,81.68,,highway,density-150
781.0,786.0,7500,150,25.0,0.0,81.68,,highway,density-150
786.0,791.0,7500,150,25.0,0.0,81.68,,highway,density-150
791.0,796.0,7500,150,25.0,0.0,81.68,,highway,density-150
796.0,801.0,7500,150,25.0,0.0,81.68,,highway,density-150
801.0,806.0,7500,150,25.0,0.0,81.68,,highway,density-150
806.0,811.0,7500,150,25.0,0.0,81.68,,highway,density-150
811.0,816.0,7500,150,25.0,0.0,81.68,,highway,density-150
816.0,821.0,7500,150,25.0,0.0,81.68,,highway,density-150
821.0,826.0,7500,150,25.0,0.0,81.68,,highway,density-150
826.0,831.0,7500,150,25.0,0.0,81.68,,highway,density-150
831.0,836.0,7500,150,25.0,0.0,81.68,,highway,density-150
836.0,841.0,7500,150,25.0,0.0,81.68,,highway,density-150
841.0,846.0,7500,150,25.0,0.0,81.68,,highway,density-150
846.0,851.0,7500,150,25.0,0.0,81.68,,highway,density-150
851.0,856.0,7500,150,25.0,0.0,81.68,,highway,density-150
856.0,861.0,7500,150,25.0,0.0,81.68,,highway,density-150
861.0,866.0,7500,150,25.0,0.0,81.68,,highway,density-150
866.0,871.0,7500,150,25.0,0.0,81.68,,highway,density-150
871.0,876.0,7500,150,25.0,0.0,81.68,,highway,density-150
876.0,881.0,7500,150,25.0,0.0,81.68,,highway,density-150
881.0,886.0,7500,150,25.0,0.0,81.68,,highway,density-150
886.0,891.0,7500,150,25.0,0.0,81.68,,highway,density-150
891.0,896.0,7500,150,25.0,0.0,81.68,,highway,density-150
896.0,901.0,6000,150,25.0,0.0,81.68,,highway,density-150
1.0,6.0,2499,50,13.400001122096981,6.618688517963149e-10,41.136108887109685,,mixed,density-50
6.0,11.0,2500,50,13.399999793646572,6.841792519490066e-10,41.1648,,mixed,density-50
11.0,16.0,2500,50,13.400000539858157,6.293578296990371e-10,41.0944,,mixed,density-50
16.0,21.0,2500,50,13.400000195304386,6.343055732684132e-10,41.1504,,mixed,density-50
21.0,26.0,2500,50,13.399999838105222,6.489420828923098e-10,41.0448,,mixed,density-50
26.0,31.0,2500,50,13.400000345035625,6.647467293029032e-10,40.824,,mixed,density-50
31.0,36.0,2500,50,13.399999857054326,6.56174353130632e-10,40.6064,,mixed,density-50
36.0,41.0,2500,50,13.399999783985617,6.57604322302567e-10,40.5008,,mixed,density-50
41.0,46.0,2500,50,13.39999935341088,6.528173169704703e-10,40.6352,,mixed,density-50
46.0,51.0,2500,50,13.40000023013352,6.46873406409237e-10,40.5424,,mixed,density-50
51.0,56.0,2500,50,13.39999975140177,6.200631513502481e-10,40.8864,,mixed,density-50
56.0,61.0,2500,50,13.400000348176345,6.443189230499843e-10,40.8112,,mixed,density-50
61.0,66.0,2500,50,13.400000141325425,6.519195610268682e-10,40.8416,,mixed,density-50
66.0,71.0,2500,50,13.399998988456797,6.437699734044997e-10,40.6176,,mixed,density-50
71.0,76.0,2500,50,13.400000704482244,6.521771712855617e-10,40.4048,,mixed,density-50
76.0,81.0,2500,50,13.40000026659266,6.343495447968271e-10,39.9872,,mixed,density-50
81.0,86.0,2500,50,13.400000291501046,6.566112873076571e-10,40.264,,mixed,density-50
86.0,91.0,2500,50,13.399999627266647,6.627016977680778e-10,40.3296,,mixed,density-50
91.0,96.0,2500,50,13.399999288135817,6.552014565602033e-10,40.1552,,mixed,density-50
96.0,101.0,2500,50,13.39999972706089,6.583679680834648e-10,40.1792,,mixed,density-50
101.0,106.0,2500,50,13.399999296539539,6.283974948787226e-10,40.1248,,mixed,density-50
106.0,111.0,2500,50,13.400000285214634,6.401558212894506e-10,39.9728,,mixed,density-50
111.0,116.0,2500,50,13.399999916165573,6.257820553745869e-10,39.8896,,mixed,density-50
116.0,121.0,2500,50,13.399999987451244,6.547664350422474e-10,39.8672,,mixed,density-50
121.0,126.0,2500,50,13.399999831612842,6.390727292444715e-10,39.7392,,mixed,density-50
126.0,131.0,2500,50,13.400000232060579,6.270886052774866e-10,39.9104,,mixed,density-50
131.0,136.0,2500,50,13.400000456372055,6.473826857896542e-10,40.016,,mixed,density-50
136.0,141.0,2500,50,13.40000091546154,6.573698965458489e-10,39.6128,,mixed,density-50
141.0,146.0,2500,50,13.400000440820039,6.676004015442549e-10,39.2768,,mixed,density-50
146.0,151.0,2500,50,13.400000358050148,6.625923500099286e-10,39.0816,,mixed,density-50
151.0,156.0,2500,50,13.400000413489982,6.481127063269247e-10,39.2432,,mixed,density-50
156.0,161.0,2500,50,13.400000146718602,6.618707305075244e-10,38.8736,,mixed,density-50
161.0,166.0,2500,50,13.399999743037737,6.585594600309342e-10,38.8432,,mixed,density-50
166.0,171.0,2500,50,13.399999755882387,6.264264974909814e-10,39.1504,,mixed,density-50
171.0,176.0,2500,50,13.399999399345242,6.626820690909478e-10,39.3264,,mixed,density-50
176.0,181.0,2500,50,13.399999868579375,6.310749269519325e-10,39.6112,,mixed,density-50
181.0,186.0,2500,50,13.399999603674067,6.30295782710033e-10,39.624,,mixed,density-50
186.0,191.0,2500,50,13.400000450261933,6.262705066919768e-10,39.8128,,mixed,density-50
191.0,196.0,2500,50,13.399999290818274,6.579612609522964e-10,39.7712,,mixed,density-50
196.0,201.0,2500,50,13.400000117107659,6.204847300805883e-10,39.76,,mixed,density-50
201.0,206.0,2500,50,13.400000738620438,6.475164387707258e-10,39.6624,,mixed,density-50
206.0,211.0,2500,50,13.400000156144285,6.63046448496588e-10,39.544,,mixed,density-50
211.0,216.0,2500,50,13.400000435693068,6.517365442933632e-10,39.7312,,mixed,density-50
216.0,221.0,2500,50,13.400000147028512,6.659764716081128e-10,40.0064,,mixed,density-50
221.0,226.0,2500,50,13.400000265113777,6.546982531545459e-10,40.2864,,mixed,density-50
226.0,231.0,2500,50,13.399998882574456,6.476877422490106e-10,40.4656,,mixed,density-50
231.0,236.0,2500,50,13.400000538732924,6.468678741158009e-10,40.1584,,mixed,density-50
236.0,241.0,2500,50,13.399999679323347,6.524382633213461e-10,39.8896,,mixed,density-50
241.0,246.0,2500,50,13.40000030981307,6.447785016859477e-10,39.9408,,mixed,density-50
246.0,251.0,2500,50,13.399998745671624,6.586914600717113e-10,39.8096,,mixed,density-50
251.0,256.0,2500,50,13.40000064773818,6.316085715540318e-10,39.8976,,mixed,density-50
256.0,261.0,2500,50,13.400000235336368,6.650399523065013e-10,39.8864,,mixed,density-50
261.0,266.0,2500,50,13.399999657710007,6.486715832610482e-10,39.68,,mixed,density-50
266.0,271.0,2500,50,13.399999758451,6.591359705609613e-10,39.8736,,mixed,density-50
271.0,276.0,2500,50,13.400000184023563,6.669515057271715e-10,39.8592,,mixed,density-50
276.0,281.0,2500,50,13.40000060578654,6.574176081970925e-10,40.024,,mixed,density-50
281.0,286.0,2500,50,13.400000512823421,6.505467120556261e-10,39.9488,,mixed,density-50
286.0,291.0,2500,50,13.40000057488759,6.493285007884383e-10,39.84,,mixed,density-50
291.0,296.0,2500,50,13.3999997133267,6.398153965795431e-10,39.8528,,mixed,density-50
296.0,301.0,2500,50,13.400000185761188,6.646578118959132e-10,39.944,,mixed,density-50
301.0,306.0,2500,50,13.400000259196235,6.480989841040612e-10,39.928,,mixed,density-50
306.0,311.0,2500,50,13.400000585918374,6.690361040955375e-10,40.1216,,mixed,density-50
311.0,316.0,2500,50,13.399999335739722,6.692848943892202e-10,40.2176,,mixed,density-50
316.0,321.0,2500,50,13.399999792711734,6.548106839812615e-10,40.2672,,mixed,density-50
321.0,326.0,2500,50,13.400000901429468,6.398192162654624e-10,40.2128,,mixed,density-50
326.0,331.0,2500,50,13.399999922577994,6.215604785204848e-10,40.088,,mixed,density-50
331.0,336.0,2500,50,13.399999458558625,6.622664622076055e-10,40.2544,,mixed,density-50
336.0,341.0,2500,50,13.400000301989808,6.456195674169754e-10,40.1504,,mixed,density-50
341.0,346.0,2500,50,13.400000223398328,6.35984615902352e-10,39.7728,,mixed,density-50
346.0,351.0,2500,50,13.400000313600444,6.530865563234501e-10,39.9536,,mixed,density-50
351.0,356.0,2500,50,13.399999980562331,6.513905167639721e-10,39.5808,,mixed,density-50
356.0,361.0,2500,50,13.400000507442607,6.644231557766131e-10,39.4848,,mixed,density-50
361.0,366.0,2500,50,13.400000235883155,6.464475210237143e-10,39.4112,,mixed,density-50
366.0,371.0,2500,50,13.400000826730864,6.432770822386945e-10,39.4544,,mixed,density-50
371.0,376.0,2500,50,13.399999255175313,6.599889603087814e-10,39.5296,,mixed,density-50
376.0,381.0,2500,50,13.400000592626299,6.437094561163363e-10,39.4336,,mixed,density-50
381.0,386.0,2500,50,13.399999991917806,6.456941238017012e-10,39.0752,,mixed,density-50
386.0,391.0,2500,50,13.40000063870502,6.745947063464878e-10,39.3136,,mixed,density-50
391.0,396.0,2500,50,13.40000058276127,6.588043613963136e-10,39.2608,,mixed,density-50
396.0,401.0,2500,50,13.400000405493245,6.429508820042382e-10,39.1056,,mixed,density-50
401.0,406.0,2500,50,13.400000173056041,6.768408359152319e-10,39.2672,,mixed,density-50
406.0,411.0,2500,50,13.400000264211558,6.577793193405252e-10,39.584,,mixed,density-50
411.0,416.0,2500,50,13.399999967068446,6.506506377639943e-10,39.5776,,mixed,density-50
416.0,421.0,2500,50,13.400001216774536,6.578370581903298e-10,39.5872,,mixed,density-50
421.0,426.0,2500,50,13.399999867889111,6.569753155283269e-10,39.496,,mixed,density-50
426.0,431.0,2500,50,13.400000122530267,6.693859439172875e-10,39.4352,,mixed,density-50
431.0,436.0,2500,50,13.40000055604643,6.573338082140566e-10,39.2384,,mixed,density-50
436.0,441.0,2500,50,13.399999427173823,6.565223779667156e-10,39.1472,,mixed,density-50
441.0,446.0,2500,50,13.400000361704308,6.624594659613683e-10,39.288,,mixed,density-50
446.0,451.0,2500,50,13.399999786985534,6.610468986153129e-10,39.2048,,mixed,density-50
451.0,456.0,2500,50,13.399999495362465,6.220511571981276e-10,39.152,,mixed,density-50
456.0,461.0,2500,50,13.39999964211001,6.60615783827528e-10,38.8736,,mixed,density-50
461.0,466.0,2500,50,13.399999945657365,6.263545013893351e-10,38.8208,,mixed,density-50
466.0,471.0,2500,50,13.400000850431516,6.367153211278934e-10,38.6368,,mixed,density-50
471.0,476.0,2500,50,13.399999527205855,6.484591145479517e-10,38.7584,,mixed,density-50
476.0,481.0,2500,50,13.399999652588383,6.477574840284835e-10,38.6864,,mixed,density-50
481.0,486.0,2500,50,13.399999119821045,6.573322913343291e-10,38.8096,,mixed,density-50
486.0,491.0,2500,50,13.399999615675444,6.534847923639417e-10,38.992,,mixed,density-50
491.0,496.0,2500,50,13.399999030970625,6.363120410847396e-10,38.7904,,mixed,density-50
496.0,501.0,2500,50,13.399999969219795,6.71049543126756e-10,38.8608,,mixed,density-50
501.0,506.0,2500,50,13.400000367096188,6.411595136089982e-10,38.6976,,mixed,density-50
506.0,511.0,2500,50,13.39999971764189,6.422101579021638e-10,38.696,,mixed,density-50
511.0,516.0,2500,50,13.400000343730303,6.476119139918004e-10,38.848,,mixed,density-50
516.0,521.0,2500,50,13.399999991401884,6.782627230094735e-10,38.8336,,mixed,density-50
521.0,526.0,2500,50,13.400000438456694,6.582519078594955e-10,38.6624,,mixed,density-50
526.0,531.0,2500,50,13.400000551778637,6.313816924262244e-10,38.624,,mixed,density-50
531.0,536.0,2500,50,13.400000222856283,6.287212852376811e-10,38.7424,,mixed,density-50
536.0,541.0,2500,50,13.399999440472532,6.628853766679362e-10,38.7984,,mixed,density-50
541.0,546.0,2500,50,13.400000979665126,6.619002706051593e-10,38.4,,mixed,density-50
546.0,551.0,2500,50,13.400000297307887,6.496417594029836e-10,38.328,,mixed,density-50
551.0,556.0,2500,50,13.399999094635783,6.285136540342306e-10,38.1152,,mixed,density-50
556.0,561.0,2500,50,13.400000658877635,6.355344070626063e-10,38.1056,,mixed,density-50
561.0,566.0,2500,50,13.399999206926143,6.506222884038321e-10,38.2032,,mixed,density-50
566.0,571.0,2500,50,13.400000216056371,6.491268701447469e-10,38.144,,mixed,density-50
571.0,576.0,2500,50,13.40000002101506,6.620339249056011e-10,38.0992,,mixed,density-50
576.0,581.0,2500,50,13.39999978671168,6.626617920653495e-10,38.0816,,mixed,density-50
581.0,586.0,2500,50,13.40000017630849,6.625519783409201e-10,38.272,,mixed,density-50
586.0,591.0,2500,50,13.400000253491523,6.579712346292288e-10,38.2544,,mixed,density-50
591.0,596.0,2500,50,13.399999358525559,6.692463579552502e-10,38.1568,,mixed,density-50
596.0,601.0,2500,50,13.399999392107729,6.59064634934066e-10,38.2304,,mixed,density-50
601.0,606.0,2500,50,13.399998997800544,6.723874350327433e-10,38.152,,mixed,density-50
606.0,611.0,2500,50,13.400000468673182,6.69427598911426e-10,38.0432,,mixed,density-50
611.0,616.0,2500,50,13.400000411800796,6.680829543777489e-10,37.9088,,mixed,density-50
616.0,621.0,2500,50,13.399999452120639,6.280152952269612e-10,37.776,,mixed,density-50
621.0,626.0,2500,50,13.400001351096629,6.48631442836452e-10,37.7968,,mixed,density-50
626.0,631.0,2500,50,13.400000577441094,6.638705466983504e-10,37.6928,,mixed,density-50
631.0,636.0,2500,50,13.39999971071576,6.564303830507412e-10,37.6832,,mixed,density-50
636.0,641.0,2500,50,13.400000399264492,6.651560903685399e-10,37.7936,,mixed,density-50
641.0,646.0,2500,50,13.39999974950745,6.334898884582686e-10,37.8688,,mixed,density-50
646.0,651.0,2500,50,13.400000397998339,6.484418612996924e-10,37.6976,,mixed,density-50
651.0,656.0,2500,50,13.399999475478067,6.5350616779466e-10,37.2672,,mixed,density-50
656.0,661.0,2500,50,13.400000609927403,6.600677892442845e-10,36.8,,mixed,density-50
661.0,666.0,2500,50,13.399999681213336,6.482959794550482e-10,36.8448,,mixed,density-50
666.0,671.0,2500,50,13.400000826307448,6.534724386089172e-10,36.8512,,mixed,density-50
671.0,676.0,2500,50,13.399999700698126,6.491406267296987e-10,36.904,,mixed,density-50
676.0,681.0,2500,50,13.39999994897567,6.443166101997516e-10,36.8432,,mixed,density-50
681.0,686.0,2500,50,13.399999449756153,6.598453821271551e-10,36.5856,,mixed,density-50
686.0,691.0,2500,50,13.39999917200391,6.575287654938465e-10,36.4496,,mixed,density-50
691.0,696.0,2500,50,13.400000204367622,6.490541932391365e-10,36.4368,,mixed,density-50
696.0,701.0,2500,50,13.400000077037221,6.408376092525624e-10,36.5632,,mixed,density-50
701.0,706.0,2500,50,13.39999929805896,6.251066999040835e-10,36.6672,,mixed,density-50
706.0,711.0,2500,50,13.400000835932069,6.377234897603606e-10,36.5312,,mixed,density-50
711.0,716.0,2500,50,13.39999939543303,6.715957427156727e-10,36.656,,mixed,density-50
716.0,721.0,2500,50,13.399999768351071,6.507709615746709e-10,36.3472,,mixed,density-50
721.0,726.0,2500,50,13.399999828463839,6.530013199452995e-10,36.0624,,mixed,density-50
726.0,731.0,2500,50,13.399999826646882,6.43222287767062e-10,36.128,,mixed,density-50
731.0,736.0,2500,50,13.399999484411836,6.346759817580894e-10,36.0208,,mixed,density-50
736.0,741.0,2500,50,13.399999950265467,6.537957191439887e-10,35.9776,,mixed,density-50
741.0,746.0,2500,50,13.399999669842574,6.440121891867488e-10,35.896,,mixed,density-50
746.0,751.0,2500,50,13.400000390328088,6.26713698448066e-10,36.1632,,mixed,density-50
751.0,756.0,2500,50,13.399999670267173,6.446736720941211e-10,36.3184,,mixed,density-50
756.0,761.0,2500,50,13.400000925033376,6.620067908964188e-10,36.2864,,mixed,density-50
761.0,766.0,2500,50,13.399999113398442,6.580015147372975e-10,36.168,,mixed,density-50
766.0,771.0,2500,50,13.39999968655406,6.279089183657492e-10,36.2208,,mixed,density-50
771.0,776.0,2500,50,13.400000013339234,6.340412977937558e-10,35.8896,,mixed,density-50
776.0,781.0,2500,50,13.400000397718843,6.509518477295743e-10,35.8768,,mixed,density-50
781.0,786.0,2500,50,13.399999854370643,6.569605161311515e-10,36.056,,mixed,density-50
786.0,791.0,2500,50,13.400000232959993,6.483727037033679e-10,35.9648,,mixed,density-50
791.0,796.0,2500,50,13.400000092305511,6.501260155156356e-10,36.1216,,mixed,density-50
796.0,801.0,2500,50,13.399999454055735,6.549417998531664e-10,36.2624,,mixed,density-50
801.0,806.0,2500,50,13.399999827198288,6.534480613981946e-10,36.2192,,mixed,density-50
806.0,811.0,2500,50,13.399999560179614,6.388387826513918e-10,35.8112,,mixed,density-50
811.0,816.0,2500,50,13.400000948453371,6.390215189613501e-10,35.8256,,mixed,density-50
816.0,821.0,2500,50,13.399999762940475,6.652667686377148e-10,35.872,,mixed,density-50
821.0,826.0,2500,50,13.399999313150916,6.459871176227262e-10,36.1152,,mixed,density-50
826.0,831.0,2500,50,13.40000058526554,6.437613574052671e-10,36.072,,mixed,density-50
831.0,836.0,2500,50,13.40000062445763,6.425854195120875e-10,36.2112,,mixed,density-50
836.0,841.0,2500,50,13.400000457877656,6.657597801419268e-10,36.3968,,mixed,density-50
841.0,846.0,2500,50,13.399999658393149,6.768269636188871e-10,36.5296,,mixed,density-50
846.0,851.0,2500,50,13.400000177417114,6.514271610521187e-10,36.0864,,mixed,density-50
851.0,856.0,2500,50,13.399999263168615,6.347303441014943e-10,36.2912,,mixed,density-50
856.0,861.0,2500,50,13.399999600464225,6.390076569016894e-10,36.3696,,mixed,density-50
861.0,866.0,2500,50,13.399999992122948,6.57543902356692e-10,36.4,,mixed,density-50
866.0,871.0,2500,50,13.399999937619059,6.363661928734267e-10,36.168,,mixed,density-50
871.0,876.0,2500,50,13.400000286693283,6.565217080052171e-10,36.0496,,mixed,density-50
876.0,881.0,2500,50,13.400001291373913,6.454164233527242e-10,35.9616,,mixed,density-50
881.0,886.0,2500,50,13.399999616205296,6.537046526809265e-10,35.9728,,mixed,density-50
886.0,891.0,2500,50,13.399999833248446,6.596799031324106e-10,35.6992,,mixed,density-50
891.0,896.0,2500,50,13.400000587591675,6.613448495243961e-10,35.2576,,mixed,density-50
896.0,901.0,2000,50,13.40000052988321,6.546200420177215e-10,35.096,,mixed,density-50
1.0,6.0,4999,100,13.400000483831635,6.515147874946694e-10,83.97559023609443,,mixed,density-100
6.0,11.0,5000,100,13.399999884316163,6.649119755119018e-10,83.5944,,mixed,density-100
11.0,16.0,5000,100,13.400000094814526,6.467969116483592e-10,84.1216,,mixed,density-100
16.0,21.0,5000,100,13.400000261221521,6.405957296414584e-10,84.3792,,mixed,density-100
21.0,26.0,5000,100,13.400000101976895,6.537582639682027e-10,84.6336,,mixed,density-100
26.0,31.0,5000,100,13.400000109650492,6.590400108844879e-10,84.1488,,mixed,density-100
31.0,36.0,5000,100,13.399999564676248,6.570229413971481e-10,83.7064,,mixed,density-100
36.0,41.0,5000,100,13.399999560293512,6.648695520960055e-10,83.78,,mixed,density-100
41.0,46.0,5000,100,13.399999957969621,6.530069729632249e-10,83.9304,,mixed,density-100
46.0,51.0,5000,100,13.40000006467707,6.524693058956596e-10,84.0408,,mixed,density-100
51.0,56.0,5000,100,13.39999977251396,6.279557058629568e-10,83.8376,,mixed,density-100
56.0,61.0,5000,100,13.400000642103894,6.550002545821398e-10,83.7976,,mixed,density-100
61.0,66.0,5000,100,13.400000131269474,6.558089080642304e-10,83.7856,,mixed,density-100
66.0,71.0,5000,100,13.399999398101558,6.503621737868368e-10,83.592,,mixed,density-100
71.0,76.0,5000,100,13.400000483721303,6.462630611037021e-10,83.8608,,mixed,density-100
76.0,81.0,5000,100,13.39999966913787,6.39936584493227e-10,84.0528,,mixed,density-100
81.0,86.0,5000,100,13.400000093072233,6.59635641546303e-10,84.0664,,mixed,density-100
86.0,91.0,5000,100,13.400000050967,6.574905831718168e-10,84.0344,,mixed,density-100
91.0,96.0,5000,100,13.39999986811725,6.514915332438084e-10,84.0016,,mixed,density-100
96.0,101.0,5000,100,13.400000025158928,6.456551735662446e-10,84.0312,,mixed,density-100
101.0,106.0,5000,100,13.399999481753786,6.389792940346953e-10,83.7872,,mixed,density-100
106.0,111.0,5000,100,13.400000390808488,6.320863786924874e-10,83.8024,,mixed,density-100
111.0,116.0,5000,100,13.39999966650671,6.29978469314383e-10,84.0896,,mixed,density-100
116.0,121.0,5000,100,13.400000084335558,6.529315289891878e-10,84.1904,,mixed,density-100
121.0,126.0,5000,100,13.399999717666052,6.35554386150011e-10,84.024,,mixed,density-100
126.0,131.0,5000,100,13.399999832521463,6.485504029944389e-10,83.8032,,mixed,density-100
131.0,136.0,5000,100,13.400000004204733,6.39390126282204e-10,83.7,,mixed,density-100
136.0,141.0,5000,100,13.400000509715566,6.611525536773632e-10,83.3672,,mixed,density-100
141.0,146.0,5000,100,13.400000067328987,6.701134911762916e-10,83.0696,,mixed,density-100
146.0,151.0,5000,100,13.400000055912257,6.479668412026524e-10,82.9712,,mixed,density-100
151.0,156.0,5000,100,13.400000664763716,6.571600720448676e-10,83.1448,,mixed,density-100
156.0,161.0,5000,100,13.400000168657,6.59027946023609e-10,83.3096,,mixed,density-100
161.0,166.0,5000,100,13.39999988707149,6.560166393074538e-10,83.3872,,mixed,density-100
